Title,Image,Category,Price,Price1,sales_count,ratings,review_counts
10 Pcs Mosquito Hemostat Locking Forceps 5″ Curved | SM4434,https://surgicalmart.com/wp-content/uploads/2023/05/mosquito-hemostat-curved-10pcs-set-surgicalmart-247x247.jpg,hemostatic forceps,23.62,12.99,596,3.3,20
"Ultimate Hemostat Set 8 Pcs Curved & Straight 3.5″, 5″, 5.5″ & 7.25″ | SM2935",https://surgicalmart.com/wp-content/uploads/2022/08/ultimate-hemostat-forceps-8pcs-set-curved-straight-surgicalmart-247x247.jpg,hemostatic forceps,34.06,18.74,590,2.5,250
Fishing Hemostat 7.25″ Straight Pean Forceps Locking Clamps| SM2745,https://surgicalmart.com/wp-content/uploads/2022/08/fishing-hemostat-forceps-7-25-straight-pean-forcep-clamps-surgicalmart-247x247.jpg,hemostatic forceps,18.15,9.99,587,2.1,397
2 Pcs Crile Rankin Forceps 16cm Set | SM1751,https://surgicalmart.com/wp-content/uploads/2017/05/2pcs-crile-forceps-16cm-straight-curved-set-surgicalmart-247x247.jpg,hemostatic forceps,20.44,11.24,566,4.9,155
2 Pean Hemostat 12″ Straight & Curved Fishing Forceps Set | SM2921,,hemostatic forceps,45.44,24.99,564,1.3,257
2 Pc Hemostat Forceps Set 8″ + 12″ Curved Locking Clamps | SM2941,https://surgicalmart.com/wp-content/uploads/2022/09/rochester-pean-hemostat-forceps-curved-2pcs-set-8-12-surgicalmart-247x247.jpg,hemostatic forceps,32.7,17.99,551,1.5,86
Fishing Hemostat 9″ Curved Pean Forceps Locking Clamps | SM2916,,hemostatic forceps,22.69,12.49,542,3.9,483
3 Magnifying Splinter Forcep Tweezers Set 3.5″ Fine Pointed Tips | SM5217,https://surgicalmart.com/wp-content/uploads/2025/01/3-magnifying-splinter-forcep-tweezer-3-5-surgicalmart-247x247.jpg,home surgical kits,36.35,19.99,872,2.8,212
3 Splinter Liberator Splinter Removal Tool 5.75″ | SM4511,,home surgical kits,29.08,15.99,861,4.2,367
3 Pcs Foreign Object Removal Kit | SM4421,https://surgicalmart.com/wp-content/uploads/2023/05/foreign-object-removal-kit-3pcs-surgicalmart-247x247.jpg,home surgical kits,18.15,9.99,793,4.3,40
6 Splinter Liberator Splinter Removal Tool 5.75″ | SM4512,https://surgicalmart.com/wp-content/uploads/2023/06/6-splinter-liberator-splinter-removal-tool-surgicalmart-247x247.jpg,home surgical kits,54.52,29.99,788,1.8,320
12 Magnifying Splinter Forcep Tweezers Set 3.5″ Fine Pointed Tips | SM5219,https://surgicalmart.com/wp-content/uploads/2025/01/12-magnifying-splinter-forcep-tweezer-3-5-surgicalmart-247x247.jpg,home surgical kits,109.08,59.99,680,1.2,401
3 Pcs Splinter Removal Kit Splinter Probe Eye Magnet & Tweezer| SM4422,https://surgicalmart.com/wp-content/uploads/2023/05/foreign-object-splinter-removal-kit-3pcs-surgicalmart-247x247.jpg,home surgical kits,18.15,9.99,607,3.2,24
4 Pcs Foreign Object Splinter Removal Kit | SM4420,https://surgicalmart.com/wp-content/uploads/2023/05/foreign-object-splinter-removal-kit-4pcs-surgicalmart-247x247.jpg,home surgical kits,23.62,12.99,442,3.8,269
Home Surgical Kit of 7 Pcs Basic First Aid Set | SM1767,https://surgicalmart.com/wp-content/uploads/2017/05/home-surgical-kit-7pcs-surgery-set-surgicalmart-247x247.jpg,home surgical kits,55.45,30.49,326,4.7,491
Magnifying Splinter Forcep Tweezer 3.5″ Fine Pointed Tips | SM5216,https://surgicalmart.com/wp-content/uploads/2025/01/magnifying-splinter-forcep-tweezer-3-5-surgicalmart-247x247.jpg,home surgical kits,14.52,7.99,320,1.6,195
Home Bandage Kit | SM1766,,home surgical kits,28.5,15.49,286,1.8,79
5 Pcs Basic Dressing Kit | SM4624,https://surgicalmart.com/wp-content/uploads/2024/01/5pcs-basic-dressing-kit-surgicalmart-247x247.jpg,home surgical kits,45.45,24.99,253,2.8,13
Sliver Gripper Precision Splinter Tweezer 2″ (5.1cm) Sharp Tip | SM4846,https://surgicalmart.com/wp-content/uploads/2024/06/uncle-bills-sliver-gripper-tweezers-with-tube-holder-surgicalmart-247x247.jpg,home surgical kits,12.7,6.99,224,2.2,398
6 Magnifying Splinter Forcep Tweezers Set 3.5″ Fine Pointed Tips | SM5218,https://surgicalmart.com/wp-content/uploads/2025/01/6-magnifying-splinter-forcep-tweezer-3-5-surgicalmart-247x247.jpg,home surgical kits,65.45,35.99,155,3.2,344
Splinter Liberator Splinter Removal Tool 5.75″ | SM4510,https://surgicalmart.com/wp-content/uploads/2023/06/splinter-liberator-splinter-removal-tool-surgicalmart-247x247.jpg,home surgical kits,12.7,6.99,130,3.5,475
12 Splinter Liberator Splinter Removal Tool 5.75″ | SM4513,,home surgical kits,90.89,49.99,128,2.0,473
35 Pcs Orthopedic Minor Set | SM1781,https://surgicalmart.com/wp-content/uploads/2017/05/35pcs-orthopedic-minor-set-surgicalmart-247x247.jpg,instruments sets / packs,272.7,149.99,1000,2.4,205
197 Pcs Laparotomy Set | SM3500,https://surgicalmart.com/wp-content/uploads/2022/10/197-pcs-laparotomy-set-surgica-medical-instruments-surgicalmart-247x247.jpg,instruments sets / packs,779.99,428.99,967,1.4,126
106 Pcs Major General Surgery Instruments Set | SM4627,https://surgicalmart.com/wp-content/uploads/2024/01/major-surgery-instruments-106pcs-set-surgicalmart-247x247.jpg,instruments sets / packs,545.45,299.99,893,2.3,174
Excision Set of 27 Pcs Basic Surgical Excision Instruments | SM1778,https://surgicalmart.com/wp-content/uploads/2017/05/27pcs-excision-surgery-tc-instruments-set-surgicalmart-247x247.jpg,instruments sets / packs,296.81,163.25,892,3.8,329
103 Pcs Neurosurgical Laminectomy Surgery Instrument Set | SM5144,,instruments sets / packs,1899.99,1044.99,853,2.3,457
22 Pcs Minor Surgery Set with Carrying Case | SM4541,https://surgicalmart.com/wp-content/uploads/2023/07/minor-surgery-kit-set-22pcs-surgicalmart-247x247.jpg,instruments sets / packs,39.99,21.99,843,3.9,460
108 Basic Laparotomy Set Surgical Medical Instruments | SM3503,,instruments sets / packs,727.25,399.99,837,2.5,461
Basic Laparotomy Set of 104 Instruments Economy Grade | SM3502,,instruments sets / packs,636.35,349.99,829,3.9,322
145 Pcs Abdominoperineal Bowel Resection Basic Laparotomy Set | SM3505,https://surgicalmart.com/wp-content/uploads/2022/10/145pcs-abdominoperineal-bowel-resection-basic-laparotomy-set-surgicalmart-247x247.jpg,instruments sets / packs,763.62,419.99,750,1.6,209
Tendon Repair Set | SM1783,https://surgicalmart.com/wp-content/uploads/2017/05/tendon-repair-set-13psc-surgery-instrument-kit-surgicalmart-247x247.jpg,instruments sets / packs,163.62,89.99,745,4.6,342
38 Pcs Appendectomy and Hernia Set | SM4623,,instruments sets / packs,363.62,199.99,732,1.8,85
Delivery Set | SM1775,https://surgicalmart.com/wp-content/uploads/2017/06/SurgicalMart-SM1775-247x247.jpg,instruments sets / packs,36.94,20.31,645,3.1,67
19 Pcs Biology Lab Anatomy Medical Student Dissecting Kit | SM5127,https://surgicalmart.com/wp-content/uploads/2024/08/19pcs-biology-lab-anatomy-dissection-kit-surgicalmart-247x247.jpg,instruments sets / packs,38.15,20.99,630,2.4,273
5 Pcs Debridement Pack | SM1774,https://surgicalmart.com/wp-content/uploads/2017/05/debridement-pack-5pcs-surgical-set-surgicalmart-247x247.jpg,instruments sets / packs,38.17,20.99,581,2.8,230
67 Pcs Appendectomy Set | SM1770,https://surgicalmart.com/wp-content/uploads/2017/05/appendectomy-surgery-67pcs-set-surgicalmart-247x247.jpg,instruments sets / packs,290.89,159.99,575,1.7,267
12 Pcs T/C Circumcision Set | SM1773,https://surgicalmart.com/wp-content/uploads/2017/05/12pcs-tc-male-circumcision-set-urology-surgicalmart-247x247.jpg,instruments sets / packs,127.25,69.99,575,2.0,18
108 Pcs Major Surgery Basic Kit | SM1779,https://surgicalmart.com/wp-content/uploads/2017/05/108pcs-major-surgery-basic-kit-surgical-instruments-set-surgicalmart-247x247.jpg,instruments sets / packs,590.89,324.99,528,2.0,61
Cesarean Section Kit | SM1772,https://surgicalmart.com/wp-content/uploads/2017/05/cesarean-section-surgical-instruments-kit-surgicalmart-247x247.jpg,instruments sets / packs,345.45,189.99,495,4.3,213
13 Pcs Basic Minor Surgery Kit with Stainless Steel Box | SM2500,https://surgicalmart.com/wp-content/uploads/2022/07/set-of-13-pcs-basic-minor-surgery-kit-with-sterilizing-stainless-steel-box-surgicalmart-247x247.jpg,instruments sets / packs,99.99,54.99,477,2.1,179
Basic Laparotomy Set 104 Pcs Medical Surgical Instruments – Gold | SM3501,https://surgicalmart.com/wp-content/uploads/2022/10/104-pcs-tc-laparotomy-set-surgica-medical-instruments-surgicalmart-247x247.jpg,instruments sets / packs,709.08,389.99,451,4.2,192
30 Pcs Circumcision Surgery Set | SM4626,https://surgicalmart.com/wp-content/uploads/2024/01/circumsision-set-30pcs-urology-instruments-kit-surgicalmart-247x247.jpg,instruments sets / packs,181.8,99.99,433,2.0,2
3 Pcs Sutureless Vasectomy Surgery Set | SM4347,https://surgicalmart.com/wp-content/uploads/2024/03/no-scalpel-vasectomy-instruments-3pcs-set-surgicalmart-247x247.jpg,instruments sets / packs,49.08,26.99,428,4.3,329
24 Pcs Tendon Repair Set | SM4622,https://surgicalmart.com/wp-content/uploads/2024/01/24pcs-tendon-repair-surgery-set-surgicalmart-247x247.jpg,instruments sets / packs,272.7,149.99,401,4.5,296
11 Pcs Dressing Kit Surgical Bandage Instruments | SM1777,https://surgicalmart.com/wp-content/uploads/2017/05/dressing-kit-11pcs-surgical-bandage-instruments-set-surgicalmart-247x247.jpg,instruments sets / packs,145.45,79.99,385,1.4,21
8 Pcs Basic Physiology Kit | SM1771,https://surgicalmart.com/wp-content/uploads/2017/05/basic-physiology-kit-surgicalmart-7-247x247.jpg,instruments sets / packs,54.52,29.99,379,3.2,190
12 Minor Surgical Sugery Forceps Kit + 50 Scalpel Blades #10 & #11 | SM0726,https://surgicalmart.com/wp-content/uploads/2017/05/12pcs-minor-surgery-forceps-kit-surgicalmart-247x247.jpg,instruments sets / packs,99.99,54.99,369,2.5,72
13 Pcs T/C Basic Minor Surgery Kit with Stainless Steel Box | SM4506,https://surgicalmart.com/wp-content/uploads/2023/06/13-pcs-tc-basic-minor-surgery-kit-with-box-surgicalmart-247x247.jpg,instruments sets / packs,109.08,59.99,350,3.1,8
22 Pcs Dermal Excision Kit | SM1776,,instruments sets / packs,145.45,79.99,278,2.6,469
129 Pcs Bowel Resection and Basic Laparotomy Instruments Set | SM3504,https://surgicalmart.com/wp-content/uploads/2022/10/129pcs-bowel-resection-and-basic-laparotomy-set-surgicalmart-247x247.jpg,instruments sets / packs,745.45,409.99,263,1.4,42
12 Pcs Urology Circumcision Instruments Set | SM3791,https://surgicalmart.com/wp-content/uploads/2023/03/12pcs-circumcision-set-economy-grade-surgicalmart-247x247.jpg,instruments sets / packs,63.62,34.99,211,3.5,281
7 Pcs Suture Kit | SM1782,https://surgicalmart.com/wp-content/uploads/2017/05/suture-kit-7pcs-suture-removal-set-surgicalmart-247x247.jpg,instruments sets / packs,63.62,34.99,193,2.9,477
18 Pcs Minor Surgery Set with Carrying Case| SM2673,https://surgicalmart.com/wp-content/uploads/2022/07/18-pcs-minor-surgery-kit-with-case-surgicalmart-247x247.jpg,instruments sets / packs,34.52,18.99,179,3.3,404
4 Pcs No Scalpel Vasectomy Instruments Set | SM4348,https://surgicalmart.com/wp-content/uploads/2024/03/no-scalpel-vasectomy-instruments-4pcs-set-surgicalmart-247x247.jpg,instruments sets / packs,67.25,36.99,163,4.7,134
"9 Custom Surgical Instruments Sets for Vaginal, D&C, Laparotomy, Delivery Set | SM4324",https://surgicalmart.com/wp-content/uploads/2023/05/9-custom-surgical-instruments-set-ob-gyn-laparotomy-delivery-sets-surgicalmart-247x247.jpg,instruments sets / packs,3636.35,1999.99,153,2.8,291
23 Pcs T/C Minor Surgery Kit | SM1780,https://surgicalmart.com/wp-content/uploads/2017/05/minor-surgery-kit-23-pcs-surgical-instruments-srugicalmart-247x247.jpg,instruments sets / packs,119.99,65.99,67,3.0,200
12 Pcs Advance Physiology Kit | SM1769,https://surgicalmart.com/wp-content/uploads/2017/05/12pcs-advanced-physiology-kit-surgicalmart-247x247.jpg,instruments sets / packs,109.08,59.99,58,1.1,316
2 Pcs Sutureless Vasectomy Surgery Set | SM4346,https://surgicalmart.com/wp-content/uploads/2024/03/2-pcs-sutureless-vasectomy-surgery-set-with-case-surgicalmart-247x247.jpg,instruments sets / packs,27.25,14.99,42,3.2,383
14 Pcs Suture Set Surgical Dental & Veterinary | SM1455,https://surgicalmart.com/wp-content/uploads/2017/05/14pcs-suture-set-surgical-dental-veterinary-surgicalmart-247x247.jpg,instruments sets / packs,59.99,32.99,38,4.8,312
6 Pcs No Scalpel Vasectomy Instruments Set | SM4349,https://surgicalmart.com/wp-content/uploads/2024/03/no-scalpel-vasectomy-instruments-6pcs-set-surgicalmart-247x247.jpg,instruments sets / packs,145.45,79.99,20,3.8,372
18 Pcs Creutzfeldt-Jakob Disease (CJD) Neurology Instrument Set | SM4615,https://surgicalmart.com/wp-content/uploads/2023/11/cjd-neurology-instrument-set-surgicalmart-247x247.jpg,instruments sets / packs,290.89,159.99,10,1.2,28
Laparoscopic Needle Holder 5x330mm Straight Jaws V-Shaped Gold Handle | SM4602,,laparoscopy,290.89,159.99,921,1.3,482
10 Pcs Metzenbaum Laparoscopic Scissors Set 5x330mm | SM4554,https://surgicalmart.com/wp-content/uploads/2023/07/10-laparoscopic-metzenbaum-scissors-5x330mm-rotatable-surguicalmart-247x247.jpg,laparoscopy,1454.52,799.99,524,1.6,473
Metzenbaum Laparoscopic Scissors 5x330mm | SM4551,https://surgicalmart.com/wp-content/uploads/2023/07/metzenbaum-laparoscopic-scissors-5x330mm-surguicalmart-247x247.jpg,laparoscopy,181.8,99.99,111,1.0,94
5 Pcs Metzenbaum Laparoscopic Scissors Set 5x330mm | SM4553,https://surgicalmart.com/wp-content/uploads/2023/07/5-laparoscopic-metzenbaum-scissors-5x330mm-rotatable-surguicalmart-247x247.jpg,laparoscopy,763.62,419.99,83,1.1,123
2 Pcs Metzenbaum Laparoscopic Scissors Set 5x330mm | SM4552,https://surgicalmart.com/wp-content/uploads/2023/07/2-laparoscopic-metzenbaum-scissors-5x330mm-rotatable-surguicalmart-247x247.jpg,laparoscopy,345.45,189.99,16,2.2,439
Bruenings 19cm | SM1784,https://surgicalmart.com/wp-content/uploads/2017/06/SurgicalMart-SM1784-247x247.jpg,mouth & tongue,55.5,30.53,912,1.0,420
Denhart 12cm | SM1786,https://surgicalmart.com/wp-content/uploads/2017/06/SurgicalMart-SM1786-247x247.jpg,mouth & tongue,55.5,30.53,891,1.2,107
Doyen Jansen Molt Mouth Gag 14cm | SM1788,https://surgicalmart.com/wp-content/uploads/2017/06/SurgicalMart-SM1788-247x247.jpg,mouth & tongue,46.23,25.43,717,2.7,425
5 Collins Tongue Seizing Forceps 6.75″ (17.1cm) Jaws 25mm Wide | SM1785,https://surgicalmart.com/wp-content/uploads/2017/05/5-collins-tongue-seizing-forceps-set-surgicalmart-247x247.jpg,mouth & tongue,72.7,39.99,629,4.2,250
Tobold 14cm | SM1794,https://surgicalmart.com/wp-content/uploads/2017/06/SurgicalMart-SM1794-247x247.jpg,mouth & tongue,55.5,30.53,597,4.0,64
Wieder Tongue Depressor Small Blade 28mm Wide Serraed | SM1796,https://surgicalmart.com/wp-content/uploads/2017/05/wieder-tongue-depressor-28mm-wide-blade-child-size-surgicalmart-247x247.jpg,mouth & tongue,18.15,9.99,595,4.7,474
Doyen Jansen Mouth Gag 12cm | SM1787,https://surgicalmart.com/wp-content/uploads/2017/06/SurgicalMart-SM1787-247x247.jpg,mouth & tongue,46.23,25.43,474,4.2,409
2 Pcs Young Tongue Seizing Forceps Set 6.5″| SM1797,https://surgicalmart.com/wp-content/uploads/2017/05/2-young-tongue-forceps-6-5inch-surgicalmart-247x247.jpg,mouth & tongue,29.08,15.99,431,3.5,259
Whitehead Mouth Gag 6″ Oral Dental Instrument | SM1795,https://surgicalmart.com/wp-content/uploads/2017/05/whitehead-mouth-gag-dental-surgical-surgicalmart-247x247.jpg,mouth & tongue,23.62,12.99,254,3.5,388
Mouth Tongue 11cm | SM1790,https://surgicalmart.com/wp-content/uploads/2017/06/SurgicalMart-SM1790-247x247.jpg,mouth & tongue,36.94,20.31,226,2.4,392
Roser Koenig 16cm | SM1792,https://surgicalmart.com/wp-content/uploads/2017/06/SurgicalMart-SM1792-247x247.jpg,mouth & tongue,55.5,30.53,222,1.5,80
Mouth Tongue 19cm | SM1791,https://surgicalmart.com/wp-content/uploads/2017/06/SurgicalMart-SM1791-247x247.jpg,mouth & tongue,55.5,30.53,188,1.7,214
Sternberg 12cm | SM1793,https://surgicalmart.com/wp-content/uploads/2017/06/SurgicalMart-SM1793-247x247.jpg,mouth & tongue,46.23,25.43,72,4.6,247
TC Mayo Hegar Needle Holder Driver 12″ Cross Serrated| SM2871,https://surgicalmart.com/wp-content/uploads/2022/06/tc-mayo-hegar-needle-holders-driver-12-surgicalmart-247x247.jpg,needle holders,45.45,24.99,990,2.5,249
TC Mayo Hegar Needle Holder Driver 8″ Cross Serrated| SM2869,https://surgicalmart.com/wp-content/uploads/2022/06/tc-mayo-hegar-needle-holders-driver-8-surgicalmart-247x247.jpg,needle holders,30.9,16.99,988,2.5,429
Castroviejo Needle Holder 5.5″ Straight Serrated Tip with Lock | SM4494,https://surgicalmart.com/wp-content/uploads/2023/06/castroviejo-needle-holder-5-5-str-serrated-tips-surgicalmart-247x247.jpg,needle holders,16.35,8.99,981,2.7,427
TC Ryder Needle Holder 8″ Serrated Jaws | SM4892,https://surgicalmart.com/wp-content/uploads/2024/05/tc-kalman-ryder-needle-holder-8-serrated-jaws-surgicalmart-247x247.jpg,needle holders,30.89,16.99,976,2.9,356
Arruga Needle Holder | SM1798,https://surgicalmart.com/wp-content/uploads/2017/06/SurgicalMart-SM1798-247x247.jpg,needle holders,46.23,25.43,968,3.0,160
Mayo Hager Needle Holder | SM1813,,needle holders,23.99,13.19,964,2.1,332
TC Mayo Hegar Needle Holder Driver 6″ Cross Serrated| SM2867,https://surgicalmart.com/wp-content/uploads/2022/06/tc-mayo-hegar-needle-holders-driver-6-surgicalmart-247x247.jpg,needle holders,25.45,13.99,957,4.4,55
Mayo Hegar Needle Holder 8″ Cross Serrated Tips | SM5101,https://surgicalmart.com/wp-content/uploads/2024/08/mayo-hegar-needle-holder-8-cross-serrated-groove-tips-surgicalmart-247x247.jpg,needle holders,19.99,10.99,955,2.7,73
T/C Castroviejo Needle Holder 5.5″ Curved Serrated Tip with Lock | SM4858,,needle holders,19.99,10.99,953,2.5,414
2 Castroviejo Needle Holder 7″ Straight & Curved Serrated Tip | SM4499,,needle holders,29.08,15.99,944,2.5,298
Mayo Hegar Needle Holder 12″ Cross Serrated Tips | SM5103,https://surgicalmart.com/wp-content/uploads/2024/08/mayo-hegar-needle-holder-12-cross-serrated-groove-tips-surgicalmart-247x247.jpg,needle holders,27.25,14.99,913,2.1,113
"4 TC Mayo Hegar Needle Holder Driver 5.5″, 6″, 7″, 8″ Set| SM2872",https://surgicalmart.com/wp-content/uploads/2022/06/4pcs-tc-mayo-hegar-needle-holder-set-surgicalmart-247x247.jpg,needle holders,90.88,49.99,884,1.5,332
Masson Needle Holder | SM1808,,needle holders,55.5,30.53,875,2.6,432
"Mayo Hegar Needle Holders 5″, 5.5″, 6″, 7″ 8″, 10″, 12″ | SHM0021",https://surgicalmart.com/wp-content/uploads/2025/01/mayo-hegar-needle-holders-surghausmedical-247x247.jpg,needle holders,74.94569985569984,38.36038961038961,828,4.1,336
Castroviejo Needle Holder 7″ Straight Serrated Tip with Lock | SM4495,https://surgicalmart.com/wp-content/uploads/2023/06/castroviejo-needle-holder-7-str-serrated-tips-surgicalmart-247x247.jpg,needle holders,18.15,9.99,817,1.9,295
2 Castroviejo Needle Holder 5.5″ Straight & Curved Serrated Tip | SM4498,https://surgicalmart.com/wp-content/uploads/2023/06/2-castroviejo-needle-holder-5-5-str-crvd-serrated-tips-surgicalmart-247x247.jpg,needle holders,27.25,14.99,804,3.4,300
Gillies Needle Holder | SM1804,,needle holders,36.94,20.31,800,4.5,385
Hager – Baumgartner Needle Holder | SM1805,,needle holders,23.2,12.76,786,3.3,489
"4 Pcs Olsen Hegar Needle Holders Set 4.5″, 5.5″, 6.5″ & 7.5″| SM4555",,needle holders,65.45,35.99,785,2.8,228
5 Pcs TC Castroviejo Micro Surgery Set with Sterilization Box Cassette | SM3793,https://surgicalmart.com/wp-content/uploads/2023/03/5-pcs-tc-castroviejo-microsurgery-suture-set-with-sterilization-cassette-surgicalmart-247x247.jpg,needle holders,163.62,89.99,761,4.5,169
2 Olsen Hegar Suture Needle Holder Driver 6.5″ with Scissor – Rainbow Color | SM4548,,needle holders,36.35,19.99,756,4.4,345
Mayo Hegar Needle Holder 7″ Cross Serrated Tips | SM5000,https://surgicalmart.com/wp-content/uploads/2024/08/mayo-hegar-needle-holder-7-cross-serrated-groove-tips-surgicalmart-247x247.jpg,needle holders,18.15,9.99,747,2.8,174
Bozemann Needle Holder | SM1799,,needle holders,36.94,20.31,745,3.3,444
10 Olsen Hegar Suture Needle Holder Driver 6.5″ with Scissor – Rainbow Color | SM4550,https://surgicalmart.com/wp-content/uploads/2023/07/10-olsen-hegar-needle-holder-6.5-with-scissor-rainbow-color-surgicalmart-247x247.jpg,needle holders,154.52,84.99,724,2.3,301
Jamison Needle Holder | SM1807,,needle holders,43.64,24.0,659,1.9,152
Mayo Hegar Needle Holder 6″ Cross Serrated Tips | SM4999,https://surgicalmart.com/wp-content/uploads/2024/08/mayo-hegar-needle-holder-6-cross-serrated-groove-tips-surgicalmart-247x247.jpg,needle holders,16.35,8.99,651,1.5,157
Castroviejo Needle Holder 7″ Curved Serrated Tip with Lock | SM4497,https://surgicalmart.com/wp-content/uploads/2023/06/castroviejo-needle-holder-7-crvd-serrated-tips-surgicalmart-247x247.jpg,needle holders,18.15,9.99,635,2.6,374
TC Ryder Needle Holder 5″ Serrated Jaws | SM4895,https://surgicalmart.com/wp-content/uploads/2024/05/tc-ryder-needle-holder-5-serrated-jaws-surgicalmart-247x247.jpg,needle holders,18.15,9.99,618,3.2,76
Castroviejo Micro Needle Holder 4.5″ Curved Smooth Tip with Lock | SM4486,https://surgicalmart.com/wp-content/uploads/2023/06/castroviejo-micro-needle-holder-4-5inch-curved-smooth-tips-surgicalmart-247x247.jpg,needle holders,14.52,7.99,609,3.3,277
2 Castroviejo Needle Holder 6″ Straight & Curved Smooth Tip | SM4492,https://surgicalmart.com/wp-content/uploads/2023/06/castroviejo-needle-holder-6-str-crvd-smooth-tips-surgicalmart-247x247.jpg,needle holders,30.89,16.99,605,2.8,184
5 Pcs TC Castroviejo Micro Surgery STR + CVD Scissors Needle Holder Forceps | SM2443,,needle holders,99.99,54.99,604,1.7,308
2 Castroviejo Needle Holder 7″ Straight & Curved Smooth Tip | SM4493,https://surgicalmart.com/wp-content/uploads/2023/06/castroviejo-needle-holder-7-str-crvd-smooth-tips-surgicalmart-247x247.jpg,needle holders,34.52,18.99,599,4.5,495
Mayo Hegar Needle Holder 5.5″ Cross Serrated Tips | SM4998,,needle holders,14.52,7.99,570,1.2,298
Olsen Hegar Suture Needle Holder Driver 6.5″ with Scissor | SM4545,https://surgicalmart.com/wp-content/uploads/2023/07/olsen-hegar-needle-holder-driver-6.5-with-scissor-surgicalmart-247x247.jpg,needle holders,18.15,9.99,567,1.3,159
Castroviejo Needle Holder 5.5″ Curved Serrated Tip with Lock | SM4496,https://surgicalmart.com/wp-content/uploads/2023/06/castroviejo-needle-holder-5-5-crvd-serrated-tips-surgicalmart-247x247.jpg,needle holders,16.35,8.99,548,2.9,426
3 Pcs TC Castroviejo Micro Surgery Set Straight | SM2442,,needle holders,63.62,34.99,525,4.6,442
Castroviejo Micro Needle Holder 5″ Straight Smooth Tip | SM1800,https://surgicalmart.com/wp-content/uploads/2017/05/castroviejo-needle-holder-5inch-straight-smooth-tip-surgicalmart-247x247.jpg,needle holders,16.35,8.99,511,4.2,374
Wangensteen Needle Holder | SM1816,https://surgicalmart.com/wp-content/uploads/2017/06/SurgicalMart-SM1816-247x247.jpg,needle holders,46.23,25.43,464,3.6,305
2 Castroviejo Micro Needle Holder 5″ Straight & Curved Smooth Tip | SM4491,https://surgicalmart.com/wp-content/uploads/2023/06/castroviejo-needle-holder-5-str-crvd-smooth-tips-surgicalmart-247x247.jpg,needle holders,27.25,14.99,461,4.7,177
TC Ryder Needle Holder 5.5″ Serrated Jaws | SM4894,https://surgicalmart.com/wp-content/uploads/2024/05/tc-kalman-ryder-needle-holder-14cm-serrated-jaws-surgicalmart-247x247.jpg,needle holders,19.99,10.99,459,2.1,378
Castroviejo Micro Needle Holder 4.5″ Straight with Smooth Tip | SM1076,https://surgicalmart.com/wp-content/uploads/2017/05/castroviejo-micro-needle-holder-4-5-straight-smooth-surgicalmart-247x247.jpg,needle holders,14.52,7.99,455,3.4,79
TC Ryder Needle Holder 7″ Serrated Jaws | SM1806,,needle holders,27.25,14.99,454,4.8,408
Sarot Needle Holder | SM1815,,needle holders,27.66,15.21,440,4.5,445
Barraquer Needle Holder 5″ Curved Smooth Jaws without Lock | SM4599,https://surgicalmart.com/wp-content/uploads/2023/08/barraquer-needle-holder-5inch-curved-smooth-jaws-surgicalmart-247x247.jpg,needle holders,16.35,8.99,424,2.7,307
Mayo Hegar Needle Holder 5″ Cross Serrated Tips | SM4997,,needle holders,14.52,7.99,403,3.7,441
Olsen Hegar Suture Needle Holder Driver 6.5″ with Scissor – Rainbow Color | SM4547,https://surgicalmart.com/wp-content/uploads/2023/07/olsen-hegar-needle-holder-6.5-with-scissor-rainbow-color-surgicalmart-247x247.jpg,needle holders,19.99,10.99,370,4.0,287
3 Pcs TC Castroviejo Micro Surgery Set – Curved | SM2441,https://surgicalmart.com/wp-content/uploads/2022/05/3pcs-tc-castroviejo-micro-surgery-set-curved-surgicalmart-1-247x247.jpg,needle holders,63.62,34.99,370,2.6,490
Wangensteen Needle Holder | SM1817,https://surgicalmart.com/wp-content/uploads/2017/06/SurgicalMart-SM1817-247x247.jpg,needle holders,55.5,30.53,357,1.2,487
Castroviejo Needle Holder 6″ Straight Smooth Tip with Lock | SM4484,https://surgicalmart.com/wp-content/uploads/2023/06/castroviejo-needle-holder-6inch-straight-smooth-tip-surgicalmart-247x247.jpg,needle holders,18.15,9.99,317,1.8,220
Crile Murray Needle Holder | SM1801,https://surgicalmart.com/wp-content/uploads/2017/06/SurgicalMart-SM1801-247x247.jpg,needle holders,25.8,14.19,264,2.8,120
Cone Ring Curette 9″ Straight 6mm Size #2 | SM5061,,neurosurgery / spine,23.62,12.99,935,2.1,410
7 Pcs Hudson Brace Hand Drill Set with Free Wooden Box | SM5049,https://surgicalmart.com/wp-content/uploads/2024/09/7pcs-hudson-brace-hand-drill-set-with-box-surgicalmart-247x247.jpg,neurosurgery / spine,127.25,69.99,716,2.9,147
Meyerding Self-Retaining Laminectomy Retractor 2.5 X 5.4cm Blade 3.75″ Spread | SM5047,https://surgicalmart.com/wp-content/uploads/2024/09/meyerding-self-retaining-laminectomy-retractor-2.5x5.4cm-blade-surgicalmart-247x247.jpg,neurosurgery / spine,27.25,25.99,654,1.2,7
Inge Lamina Spreader 6″ Jaws Open to 1 1/8″ Without Teeth | SM5041,https://surgicalmart.com/wp-content/uploads/2024/05/inge-lamina-spreader-without-teeth-6-jaws-open-2-8cm-surgicalmart-247x247.jpg,neurosurgery / spine,43.62,23.99,619,1.7,91
